Z3.A032A	48.12299	 13.30632	 608.0
ZS.D039	46.11167	 10.13890	1274.0
Z3.A216A	44.42910	  5.54989	1245.0
IV.STAL	46.26010	 12.71040	 625.0
BW.MANZ	49.98620	 12.10830	 635.0
Z3.A173A	46.32960	  6.68080	1030.0
Z3.A339A	47.82940	 17.65588	 110.0
CH.SENIN	46.36335	  7.29930	2035.0
GR.GRC2	48.86656	 11.37416	 445.0
Z3.A209B	42.50290	  9.50660	   7.0
CH.METMA	47.71217	  8.25262	 671.0
ZS.D127	46.81991	 11.25871	1004.0
Z3.A337A	48.24430	 17.78976	 117.0
CH.DAVOX	46.78050	  9.87952	1830.0
YW.LONG	45.41790	  6.36415	1598.0
Z3.A250A	45.08400	 14.91060	 686.0
FR.STR	48.57990	  7.76330	 135.0
TH.VITZ	50.88760	 10.09165	 392.0
IV.LAV9	41.67778	 12.69888	 300.0
Z3.A179A	45.47230	  2.97220	1084.0
Z3.A077A	49.27050	 14.07390	 370.0
Z3.A353A	49.51780	 10.54260	 415.0
Z3.A405A	42.41157	  5.30365	-2192.0
Z3.A177A	45.59630	  4.60860	 520.0
IV.OPPE	45.30820	 11.17240	  20.0
IV.SALO	45.61830	 10.52430	 600.0
Z3.A406A	42.64667	  5.85667	-2399.0
Z3.A361A	48.79076	 10.81712	 626.0
IV.RSM2	43.93769	 12.44513	 645.0
BW.ROTZ	49.76690	 12.20700	 430.0
OX.DRE	46.17330	 13.64500	 810.0
FR.OGS2	45.06449	  5.80132	1015.0
IV.CAVE	44.86580	 11.00310	  18.0
IV.MTRZ	44.31280	 11.42480	 570.0
ZS.D109	46.82426	 11.73890	1138.0
Z3.A108A	48.34775	  9.83113	 564.0
Z3.A409A	43.34818	  7.51672	-1981.0
OE.WATA	47.33570	 11.57630	1492.0
ZS.D017	46.63004	 13.75298	 808.0
ZS.D026	46.32552	 11.60481	1293.0
FR.MON	43.73034	  7.42469	  20.0
CH.BERGE	47.87161	  8.17798	 963.0
Z3.A158A	48.00440	  6.34700	 622.0
OE.OBKA	46.50920	 14.54890	1074.7
NI.PURA	46.42580	 12.74190	1417.0
ZS.D138	47.26515	 13.49166	1294.0
IV.NARO	43.61082	 12.58058	 272.0
CH.GIMEL	46.53364	  6.26545	1094.0
CZ.JAVC	48.85910	 17.67070	 827.6
MN.VLC	44.15940	 10.38640	 555.0
OE.SOKA	46.67800	 15.03270	1008.5
Z3.A101B	48.11824	  8.55019	 741.0
Z3.A117A	49.04409	  9.56839	 494.0
ZS.D083	46.45305	 10.57887	2706.0
ZS.D084	46.48404	 10.82661	1897.0
OE.LESA	47.42430	 12.67700	1029.5
OE.MYKA	46.62990	 13.64160	 909.0
FR.SZBH	48.93254	  7.86304	 144.0
FR.CLAF	43.13500	  3.09000	 115.0
OE.VIE	48.24830	 16.36170	 198.0
IV.GIUL	41.55827	 13.25458	 566.0
Z3.A002B	48.36288	 16.59421	 187.0
Z3.A336A	48.23334	 18.99904	 183.0
Z3.A428A	41.71023	  6.96383	-2734.0
Z3.A154A	48.44170	  5.51523	 352.0
IV.MAGO	43.27325	 10.65793	 280.0
Z3.A147B	48.53005	 12.97764	 468.0
FR.ILLF	47.68344	  7.25430	 298.0
Z3.A280A	44.53910	  7.90890	 288.0
ZS.D010	46.28878	 12.29947	 692.0
Z3.A019A	47.44567	 15.08561	1125.0
TH.GEIDO	50.73530	 12.19990	 341.0
ZS.D123	46.69025	 10.51268	1300.0
ZS.D047	46.44738	 11.64038	1967.0
CH.BOURR	47.39500	  7.23130	 860.0
GE.MORC	49.77660	 17.54280	 740.0
GR.GRC1	48.99513	 11.52001	 512.0
OX.MPRI	46.24080	 12.98770	 762.0
ZS.D071	46.74267	 12.43591	1201.0
YW.ARGT	45.49400	  6.31336	 414.0
Z3.A148B	48.50943	 12.47666	 528.0
Z3.A083A	49.69590	 15.60770	 573.0
IV.ATVO	43.38211	 12.40663	 638.0
OX.CIMO	46.31160	 12.44480	 710.0
IV.LNSS	42.60286	 13.04032	1155.0
Z3.A285A	44.89390	  9.90980	 152.0
CH.VDL	46.48318	  9.44956	1927.0
Z3.A005B	48.37192	 16.20544	 174.0
Z3.A061A	47.09835	  8.92522	 914.0
CH.FUSIO	46.45481	  8.66290	1460.0
FR.AJAC	41.92790	  8.76300	  27.0
ZS.D098	47.13807	 13.73476	1099.0
GU.BURY	43.78250	  7.55700	  18.0
GU.RNCA	44.47110	  8.95120	 193.0
Z3.A107D	48.01753	 10.19441	 631.0
Z3.A107C	48.01939	 10.19977	 667.0
FR.OGDI	44.10930	  6.22530	 770.0
Z3.A112A	49.64994	  7.90856	 434.0
HU.CSKK	47.36310	 18.26060	 320.0
OX.CLUD	46.45690	 12.88140	 635.0
OX.MLN	46.14950	 12.61540	 814.0
Z3.A153A	48.31800	  4.79680	 238.0
Z3.A333A	48.71557	 17.10410	 177.0
IV.GROG	43.42618	  9.89201	 118.0
MN.TRI	45.70900	 13.76420	 161.0
OE.SQTA	47.22050	 11.20870	1307.0
IV.TOLF	42.06406	 12.00017	 371.0
ZS.D112	46.91819	 12.31104	1714.0
Z3.A364A	48.50177	 11.45072	 525.0
OE.CONA	47.92820	 15.86180	1046.0
Z3.A023A	48.46082	 14.07072	 587.0
FR.OPS	48.92126	  7.88278	 198.0
IV.NRCA	42.83355	 13.11427	 927.0
Z3.A421A	41.71530	  5.84997	-2525.0
Z3.A307A	44.66076	 11.43631	   9.0
TH.GRZ1	50.69080	 12.21964	 203.0
FR.LEMB	49.03473	  7.75941	 229.8
IV.MURB	43.26300	 12.52460	 845.0
Z3.A072A	49.46830	 13.17350	 495.0
Z3.A368A	49.12593	 10.54685	 496.0
ZS.D125	46.74145	 10.82556	1947.0
Z3.A289A	46.04730	  9.76100	1780.0
Z3.A180A	45.31130	  4.04270	 845.0
Z3.A215A	45.43070	  5.23226	 450.0
IV.T1247	42.44157	 13.29834	 836.0
GR.TMO22	49.21920	  8.18480	 134.0
GR.GEC2	48.84430	 13.70063	1150.0
IV.OFFI	42.93500	 13.68570	 320.0
HU.TIH	46.90010	 17.88770	 184.0
Z3.A338A	48.01516	 18.35251	 154.0
HU.SOP	47.68070	 16.55670	 260.0
Z3.A211A	48.40710	  6.61952	 279.0
Z3.A184A	44.89200	  4.45160	 750.0
ZS.D146	45.92092	 11.02357	 366.0
ZS.D022	46.14680	 10.80601	1786.0
Z3.A318A	43.12099	 10.57319	 173.0
OE.MOA	47.84950	 14.26590	 572.0
ZS.D058	46.83814	 13.67112	1262.0
CH.PLONS	47.04921	  9.38076	1022.0
Z3.A182A	44.96950	  2.80690	 880.0
Z3.A035A	47.19680	 12.72091	1652.0
IV.GIGS	42.45317	 13.57283	 960.0
FR.ESCA	43.83100	  7.37440	 550.0
IV.TRIF	43.11478	 10.90265	 596.0
ZS.D069	46.63840	 12.04197	1534.0
Z3.A174A	45.99260	  4.46190	 625.0
ZS.D014	46.54446	 13.20541	1175.0
ZS.D013	46.48088	 13.02387	 548.0
IV.FIAM	42.26802	 13.11718	1070.0
CH.ACB	47.58772	  8.25474	 468.0
ZS.D141	45.75525	 11.02416	 337.0
ZS.D025	46.24649	 11.41372	 967.0
CH.GRIMS	46.57815	  8.31886	1746.0
IV.CAFI	43.32920	 11.96630	 547.0
FR.SAOF	43.98600	  7.55320	 595.0
IV.BRMO	46.47616	 10.37218	1380.0
ZS.D087	46.65428	 11.54339	1293.0
BW.ZUGS	47.41631	 10.97883	2650.0
IV.SNTG	43.25500	 12.94057	 650.0
IV.CSNT	43.47311	 11.29017	 636.0
Z3.A334A	48.60439	 17.67473	 224.0
Z3.A037A	47.07035	 10.26432	2020.0
Z3.A025A	47.52074	 14.41648	 794.0
GU.MAIM	43.91310	 10.49160	 225.0
IV.LMD	44.07746	 11.70727	 450.0
CZ.KHC	49.13090	 13.57820	 700.0
MT.AVR	44.95068	  5.65320	 924.5
FR.TRIGF	43.74710	  6.40740	1010.0
Z3.A301A	45.61978	 12.62099	   2.0
FR.SPIF	44.05580	  7.23660	1380.0
Z3.A033A	47.47974	 13.12600	 827.0
CZ.HSKC	50.60720	 13.43170	 590.0
Z3.A074A	49.67150	 13.53090	 385.0
CH.ILLEZ	46.21934	  6.94038	1395.0
CH.SULZ	47.52753	  8.11187	 668.0
Z3.A024B	48.10020	 14.13985	 381.0
TH.BBWF	50.73536	 10.50421	 400.0
Z3.A332A	48.80449	 18.46449	 359.0
Z3.A290A	46.50680	 10.90280	1729.0
IV.CESI	43.00490	 12.90460	 840.0
CH.EMMET	47.43757	  8.01358	 740.0
Z3.A253A	45.29260	 13.81670	 408.0
Z3.A020B	46.94884	 15.29875	 390.0
FR.VERF	45.74900	  2.48300	 779.0
TH.HWTS	50.59227	 11.47230	 555.0
Z3.A188A	44.60010	  3.93670	1085.0
Z3.A176A	45.71780	  4.06660	 410.0
CH.VANNI	46.21006	  7.59678	1520.0
ZS.D038	46.75405	 13.84949	1150.0
MN.BLY	44.74880	 17.18390	 256.0
OX.PLRO	46.54910	 13.14810	1410.0
GR.GRC4	49.08570	 11.52495	 503.0
OX.MARN	45.63780	 11.20990	 785.0
ZS.D074	46.85223	 12.94589	 898.0
CH.ZUR	47.36921	  8.58088	 510.0
ZS.D117	47.16066	 13.21602	1449.0
ZS.D110	46.86251	 11.94663	 847.0
NI.VINO	46.25383	 13.27550	 608.0
IV.ZCCA	44.35085	 10.97650	 700.0
FR.PLYF	46.95684	  4.74319	 301.3
Z3.A170A	46.37810	  3.44740	 140.0
ZS.D126	46.80279	 11.10365	1674.0
ZS.D042	46.21923	 10.73638	2138.0
GR.GRC3	48.88914	 11.58448	 438.0
ZS.D009	46.20830	 11.93147	1142.0
OE.CSNA	47.92820	 15.85880	1039.0
Z3.A082A	50.06100	 15.65020	 220.0
Z3.A217A	44.37010	  6.07330	1087.0
BW.KW1	48.12194	 12.59719	 514.0
ZS.D139	47.35355	 13.66279	 960.0
FR.OGMY	45.88101	  5.88932	 656.0
Z3.A029A	47.43007	 13.76105	 992.0
Z3.A155A	48.43120	  6.08404	 501.0
FR.WLS	48.41268	  7.35360	 778.0
Z3.A014A	48.34826	 15.16195	 773.0
Z3.A362A	48.36372	 10.40217	 582.0
YW.DURI	45.42100	  6.29108	 643.0
HU.EGYH	47.41620	 17.33170	 126.0
FR.OGCB	44.85019	  5.09662	 781.0
GU.RRL	44.92100	  6.79000	2086.0
TH.SPAHL	50.65261	  9.90990	 441.0
IV.FDMO	43.03650	 13.08730	 550.0
CH.BRANT	46.93801	  6.47298	1145.0
Z3.A018A	47.74367	 15.07762	 748.0
Z3.A151A	48.88200	  6.37985	 214.0
IV.ORZI	45.40560	  9.93070	  83.0
OX.CGRP	45.88060	 11.80470	1757.0
ZS.D085	46.57634	 11.16347	 666.0
ZS.D082	46.43005	 10.44777	1857.0
Z3.A010A	47.07333	 16.07925	 266.0
Z3.A434A	43.85032	  9.22987	-1133.0
FR.ILLK	48.51599	  7.71682	 144.0
IV.MAGA	45.77530	 10.62860	1265.0
IV.CRE	43.61888	 11.95167	1215.0
FR.CIEL	48.83263	  7.36375	 388.0
FR.SAUF	43.93770	  5.10640	 230.0
FR.BSTF	43.80090	  5.64330	 500.0
Z3.A159A	47.64390	  4.31789	 366.0
Z3.A114A	49.59010	  9.18240	 466.0
CZ.MORC	49.77680	 17.54250	 742.0
ZS.D011	46.36269	 12.47015	1025.0
Z3.A415A	42.41190	  6.41093	-2595.0
IV.RDP	41.76039	 12.71030	 760.0
Z3.A085A	49.43920	 16.19620	 458.0
Z3.A078A	48.86400	 14.28450	1060.0
FR.FLAF	43.38270	  6.25480	  62.0
CH.EMBD	46.21652	  7.83223	1180.0
Z3.A367A	48.30725	 11.92301	 521.0
Z3.A080A	49.68400	 14.92880	 502.0
Z3.A286A	45.36600	  8.83380	 170.0
GR.TNS	50.22360	  8.44890	 815.0
CZ.PRU	49.98830	 14.54170	 302.0
ZS.D070	46.67619	 12.22049	1344.0
ST.GAGG	46.08350	 10.95870	1617.0
Z3.A118B	49.34467	  9.97441	 461.0
CH.MUO	46.96765	  8.63706	1907.0
Z3.A308A	44.58248	 12.00568	  -2.0
IV.MAON	42.42828	 11.13090	 237.0
ZS.D041	46.20713	 10.47914	1578.0
OE.RONA	47.69970	 16.29630	 699.1
Z3.A152A	48.72480	  6.85392	 279.0
FR.RSL	45.68821	  6.62452	1590.0
Z3.A317A	43.05000	  9.84244	  35.0
IV.AOI	43.55017	 13.60200	 530.0
SX.MULD	50.41180	 12.40390	 693.0
Z3.A156A	47.94670	  4.53410	 380.0
ZS.D099	47.15007	 13.92713	1280.0
CZ.KRUC	49.06190	 16.39520	 341.3
MN.TUE	46.47223	  9.34732	1924.0
Z3.A111A	49.84780	 10.21320	 249.0
FR.AGO	46.05200	  3.13100	 523.0
IV.PTCC	46.40750	 13.35400	 700.0
CZ.CKRC	48.81990	 14.30950	 500.0
CH.LKBD2	46.37455	  7.64433	2128.0
FR.LAJAS	43.96984	  3.22137	 700.0
CH.BALST	47.33599	  7.69485	 860.0
FR.TURF	43.97490	  7.39190	1650.0
GR.UBBA	50.81877	 10.00098	-526.4
Z3.A017A	47.94800	 14.75890	 589.0
Z3.A104C	48.12663	  9.65663	 656.0
OX.VARN	45.99220	 12.10510	1265.0
CH.WILA	47.41483	  8.90770	 853.0
IV.MA9	41.76976	 12.65907	 340.0
Z3.A062A	46.18080	  9.11260	1733.2
SK.VYHS	48.49400	 18.83610	 480.0
GR.UBR	47.67990	 10.10710	 903.0
CH.FUORN	46.62022	 10.26352	2333.0
ZS.D077	46.97466	 13.51138	1606.0
ZS.D113	46.98861	 12.51002	1160.0
Z3.A013A	48.06350	 15.40626	 530.0
GU.STV	44.24510	  7.32630	 968.0
CH.PANIX	46.82574	  9.11171	1433.0
ST.DOSS	45.88080	 11.18840	1660.0
Z3.A071A	49.74190	 12.69110	 502.0
TH.LEIB1	50.57607	 11.19780	 480.4
IV.RMP	41.81193	 12.70492	 380.0
ZS.D045A	46.34830	 11.23846	 347.0
Z3.A355A	49.34900	 12.38320	 385.0
Z3.A185A	45.12090	  5.07280	 420.0
Z3.A210A	48.82770	  5.92254	 622.0
Z3.A331A	49.15011	 18.22094	 427.0
GU.GRAM	44.49040	 10.06500	 844.0
Z3.A087A	49.70490	 16.88930	 430.0
Z3.A102A	48.14004	  9.19935	 684.0
SX.ROHR	50.23400	 12.31700	 629.0
